,Label,Sub-Label,Book titles,Song titles,Movies titles
37,Parenting Issues,Sleep Problems,"""Why We Sleep: Unlocking the Power of Sleep and Dreams"" by Matthew Walker",,"""Fight Club"" (1999)"
38,Parenting Issues,Sleep Problems,"""The Sleep Revolution: Transforming Your Life, One Night at a Time"" by Arianna Huffington","""Enter Sandman"" by Metallica","""Insomnia"" (2002)"
39,Parenting Issues,Sleep Problems,"""The No-Cry Sleep Solution: Gentle Ways to Help Your Baby Sleep Through the Night"" by Elizabeth Pantley","""Lullaby"" by Billy Joel","""Sleepless in Seattle"" (1993)"
40,Parenting Issues,Adopting a child,"""The Language of Flowers"" by Vanessa Diffenbaugh","""Isn't She Lovely"" by Stevie Wonder","""Instant Family"" (2018)"
41,Parenting Issues,Adopting a child,"""The Connected Child: Bring Hope and Healing to Your Adoptive Family"" by Karyn B. Purvis, David R. Cross, and Wendy Lyons Sunshine","""I Hope You Dance"" by Lee Ann Womack","""Lion"" (2016)"
42,Parenting Issues,Adopting a child,"""Three Little Words: A Memoir"" by Ashley Rhodes-Courter",,"""Juno"" (2007)"
43,Parenting Issues,Giving up a child for adoption,"""The Girls Who Went Away: The Hidden History of Women Who Surrendered Children for Adoption in the Decades Before Roe v. Wade"" by Ann Fessler","""Coat of Many Colors"" by Dolly Parton","""Juno"" (2007)"
44,Parenting Issues,Giving up a child for adoption,"""The Waiting Child: How the Faith and Love of One Orphan Saved the Life of Another"" by Cindy Champnella -","""I Will Always Love You"" by Whitney Houston (originally written and performed by Dolly Parton)","""Philomena"" (2013) -"
45,Parenting Issues,Giving up a child for adoption,"""The Language of Secrets"" by Dianne Dixon",,
46,Parenting Issues,Post-partum and childcare,"""What No One Tells You: A Guide to Your Emotions from Pregnancy to Motherhood"" by Alexandra Sacks and Catherine Birndorf -",,
47,Parenting Issues,Post-partum and childcare,"""Operating Instructions: A Journal of My Son's First Year"" by Anne Lamott","""The First Cut Is the Deepest"" by Cat Stevens (covered by various artists)","""Tully"" (2018)"
48,Parenting Issues,Post-partum and childcare,"""The Fourth Trimester: A Postpartum Guide to Healing Your Body, Balancing Your Emotions, and Restoring Your Vitality"" by Kimberly Ann Johnson","""Lullaby"" by Dixie Chicks","""Motherhood"" (2009)"
49,Parenting Issues,Step-child Parenting,"""The Smart Stepfamily: Seven Steps to a Healthy Family"" by Ron L. Deal","""Instant Family"" by Bebe Rexha and Florida Georgia Line","""The Parent Trap"" (1998)"
50,Parenting Issues,Step-child Parenting,"""Stepmonster: A New Look at Why Real Stepmothers Think, Feel, and Act the Way We Do"" by Wednesday Martin","""Cinderella"" by Steven Curtis Chapman","""Stepmom"" (1998)"
51,Parenting Issues,Step-child Parenting,"""No One's the Bitch: A Ten-Step Plan for the Mother and Stepmother Relationship"" by Jennifer Newcomb Marine and Carol Marine",,"""Daddy's Home"" (2015)"
52,Parenting Issues,Child with Mental Health Disorder,"""It's Kind of a Funny Story"" by Ned Vizzini","""1-800-273-8255"" by Logic ft. Alessia Cara and Khalid","""A Beautiful Mind"" (2001)"
53,Parenting Issues,Child with Mental Health Disorder,"""Turtles All the Way Down"" by John Green","""Fake Happy"" by Paramore","""The Perks of Being a Wallflower"" (2012)"
54,Parenting Issues,Child with Mental Health Disorder,"""The Silver Linings Playbook"" by Matthew Quick",,"""Extremely Loud & Incredibly Close"" (2011)"
55,Parenting Issues,Child with Chronic Illness,"""Wonder"" by R.J. Palacio","""Fix You"" by Coldplay","""My Girl"" (1991)"
56,Parenting Issues,Child with Chronic Illness,"""Rules"" by Cynthia Lord","""Fight Song"" by Rachel Platten","""The Fault in Our Stars"" (2014)"
57,Parenting Issues,Child with Chronic Illness,"""A Mango-Shaped Space"" by Wendy Mass",,"""Extraordinary Measures"" (2010)"
58,Parenting Issues,Being a foster parent,"""Three Little Words: A Memoir"" by Ashley Rhodes-Courter","""The House That Built Me"" by Miranda Lambert",
59,Parenting Issues,Being a foster parent,"""The Language of Flowers"" by Vanessa Diffenbaugh","""Somewhere Down the Road"" by Barry Manilow",
60,Parenting Issues,Being a foster parent,"""Another Place at the Table"" by Kathy Harrison",,
61,Parenting Issues,Abortion,"""The Cider House Rules"" by John Irving","""Brick"" by Ben Folds Five","""Vera Drake"" (2004)"
62,Parenting Issues,Abortion,"""Unpregnant"" by Jenni Hendriks and Ted Caplan","""Fast Car"" by Tracy Chapman","""If These Walls Could Talk"" (1996)"
63,Parenting Issues,Abortion,"""This Common Secret: My Journey as an Abortion Doctor"" by Susan Wicklund and Alan Kesselheim",,"""4 Months, 3 Weeks and 2 Days"" (2007) -"
64,Parenting Issues,Death of mother during labor,"""When Breath Becomes Air"" by Paul Kalanithi","""He Didn't Have to Be"" by Brad Paisley","""Pieces of April"" (2003)"
65,Parenting Issues,Death of mother during labor,"""Option B: Facing Adversity, Building Resilience, and Finding Joy"" by Sheryl Sandberg and Adam Grant -","""See You Again"" by Wiz Khalifa ft. Charlie Puth","""Return to Zero"" (2014)"
66,Parenting Issues,IVF Parents,"""The Art of Waiting: On Fertility, Medicine, and Motherhood"" by Belle Boggs","""Miracle"" by Céline Dion","""Baby Mama"" (2008)"
67,Parenting Issues,IVF Parents,"""It Starts with the Egg: How the Science of Egg Quality Can Help You Get Pregnant Naturally, Prevent Miscarriage, and Improve Your Odds in IVF"" by Rebecca Fett","""I Was Here"" by Beyoncé","""Private Life"" (2018)"
68,Parenting Issues,IVF Parents,"""The Baby Wait: Lessons Learned While Trying to Become a Mom"" by Meaghan O'Connell",,
69,Parenting Issues,Taking care of oneself while carrying a child,"""The Mindful Mom-to-Be: A Modern Doula's Guide to Building a Healthy Foundation from Pregnancy Through Birth"" by Lori Bregman","""Three Little Birds"" by Bob Marley","""Waitress"" (2007)"
70,Parenting Issues,Taking care of oneself while carrying a child,"""Expecting Better: Why the Conventional Pregnancy Wisdom Is Wrong--and What You Really Need to Know"" by Emily Oster -","""Beautiful"" by Christina Aguilera",
71,Parenting Issues,Taking care of oneself while carrying a child,"""The Pregnancy Countdown Book: Nine Months of Practical Tips, Useful Advice, and Uncensored Truths"" by Susan Magee and Kara Nakisbendi",,
72,Parenting Issues,Child care during divorce,"""Mom's House, Dad's House: Making Two Homes for Your Child"" by Isolina Ricci ","""Forever and Ever, Amen"" by Randy Travis",
73,Parenting Issues,Child care during divorce,"""The Divorce Talk: How to Tell the Kids - A Parent's Guide to Breaking the News Without Breaking Their Hearts"" by Christie Mellor","""Keep Holding On"" by Avril Lavigne",
74,Parenting Issues,Child care during divorce,"""The Truth About Children and Divorce: Dealing with the Emotions So You and Your Children Can Thrive"" by Robert E. Emery",,
75,Parenting Issues,Sex Education,"""The Talk: Conversations about Race, Love & Truth"" by Cheryl Willis Hudson and Wade Hudson","""I Want to Hold Your Hand"" by The Beatles",
76,Parenting Issues,Sex Education,"""It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"" by Robie H. Harris","""Let's Talk About Sex"" by Salt-N-Pepa",
77,Parenting Issues,Sex Education,"""Girls & Sex: Navigating the Complicated New Landscape"" by Peggy Orenstein",,
78,Parenting Issues,LGBTQA Child,"""I Am Jazz"" by Jessica Herthel and Jazz Jennings","""True Colors"" by Cyndi Lauper",
79,Parenting Issues,LGBTQA Child,"""George"" by Alex Gino","""Born This Way"" by Lady Gaga -",
80,Parenting Issues,LGBTQA Child,"""And Tango Makes Three"" by Justin Richardson and Peter Parnell",,
81,Parenting Issues,LGBTQA Child,"""Julián Is a Mermaid"" by Jessica Love",,
82,Parenting Issues,Parental alienation,"""Divorce Poison: How to Protect Your Family from Bad-mouthing and Brainwashing"" by Dr. Richard A. Warshak","""Vincent"" by Don McLean",
83,Parenting Issues,Parental alienation,"""Adult Children of Parental Alienation Syndrome: Breaking the Ties That Bind"" by Amy J.L. Baker -","""Cat's in the Cradle"" by Harry Chapin",
84,Parenting Issues,Parental alienation,"""Welcome Back, Pluto: Understanding, Preventing, and Overcoming Parental Alienation"" by Hedi Argent",,
85,Parenting Issues,Miscarriages,"""Empty Arms: Hope and Support for Those Who Have Suffered a Miscarriage, Stillbirth, or Tubal Pregnancy"" by Pam Vredevelt","""Heaven's Garden"" by Kellie Coffey",
86,Parenting Issues,Miscarriages,"""Waiting for Daisy: A Tale of Two Continents, Three Religions, Five Infertility Doctors, an Oscar, an Atomic Bomb, a Romantic Night, and One Woman's Quest to Become a Mother"" by Peggy Orenstein","""Beam Me Up"" by P!nk",
87,Parenting Issues,Postpartum depression,"""Down Came the Rain: My Journey Through Postpartum Depression"" by Brooke Shields -","""Good Woman"" by Cat Power",
88,Parenting Issues,Postpartum depression,"""The Yellow Wallpaper"" by Charlotte Perkins Gilman","""Not Ready to Make Nice"" by Dixie Chicks",
89,Parenting Issues,Fertility issues,"""Inconceivable: A Woman's Triumph over Despair and Statistics"" by Julia Indichova","""Heartbeats"" by José González",
90,Parenting Issues,Fertility issues,"""Everything Conceivable: How Assisted Reproduction Is Changing Men, Women, and the World"" by Liza Mundy","""Superwoman"" by Alicia Keys",
91,Parenting Issues,Parental guilt,"""A Little Life"" by Hanya Yanagihara","""Cat's in the Cradle"" by Harry Chapin",
92,Parenting Issues,Parental guilt,"""Little Fires Everywhere"" by Celeste Ng","""Concrete Angel"" by Martina McBride",
93,Parenting Issues,Custody,"""The Children Act"" by Ian McEwan","""She's Leaving Home"" by The Beatles",
94,Parenting Issues,Custody,"""The Rosie Project"" by Graeme Simsion","""Better Man"" by Little Big Town",
95,Parenting Issues,Fears wrt adult child,"""Where'd You Go, Bernadette"" by Maria Semple","""Slipping Through My Fingers"" by ABBA",
96,Parenting Issues,Fears wrt adult child,"""The Light Between Oceans"" by M.L. Stedman","""You'll Be in My Heart"" by Phil Collins",
